uc009vfm.1	ENSMUST00000163671
uc009lwx.2	ENSMUST00000006435
uc009lwy.1	ENSMUST00000123290
uc009lxc.1	ENSMUST00000110216
uc009lxd.1	ENSMUST00000078257
uc012gem.1	ENSMUST00000169125
uc009lxr.2	ENSMUST00000034326
uc012gep.1	ENSMUST00000034326
uc009lxs.1	ENSMUST00000123453
uc009lxt.1	ENSMUST00000036074
uc009lxu.1	ENSMUST00000036074
uc009lxv.1	ENSMUST00000034325
uc009lxw.1	ENSMUST00000034325
uc009lxx.1	ENSMUST00000081503
uc009lxy.1	ENSMUST00000081503
uc009lxz.1	ENSMUST00000134777
uc009lya.1	ENSMUST00000134777
uc009lye.1	ENSMUST00000050373
uc009lym.1	ENSMUST00000011450
uc009lyn.1	ENSMUST00000011450
uc009lyo.1	ENSMUST00000011450
uc009lyp.1	ENSMUST00000049197
uc009lyq.1	ENSMUST00000110160
uc009lyr.1	ENSMUST00000007738
uc009lyv.1	ENSMUST00000095273
uc009lyw.1	ENSMUST00000095273
uc009lyy.1	ENSMUST00000002418
uc009lyx.1	ENSMUST00000129668
uc009lyz.1	ENSMUST00000163756
uc009lza.1	ENSMUST00000110143
uc009lzb.1	ENSMUST00000110146
uc012ges.1	ENSMUST00000110143
uc012get.1	ENSMUST00000110146
uc009lzc.1	ENSMUST00000002413
uc009lzd.1	ENSMUST00000002413
uc009lze.1	ENSMUST00000002413
uc012geu.1	ENSMUST00000002413
uc012gev.1	ENSMUST00000002413
uc012gew.1	ENSMUST00000116462
uc009lzk.2	ENSMUST00000136758
uc009lzl.2	ENSMUST00000131489
uc009lzm.2	ENSMUST00000131489
uc009lzn.1	ENSMUST00000156330
uc009lzo.1	ENSMUST00000131489
uc009lzp.1	ENSMUST00000126239
uc009lzq.1	ENSMUST00000129402
uc009lzr.2	ENSMUST00000087467
uc009lzs.2	ENSMUST00000140212
uc009lzt.2	ENSMUST00000110124
uc009lzw.1	ENSMUST00000128822
uc009lzx.1	ENSMUST00000066469
uc009lzz.2	ENSMUST00000140239
uc012gez.1	ENSMUST00000140239
uc009mad.2	ENSMUST00000003659
uc009maj.1	ENSMUST00000008032
uc009mak.1	ENSMUST00000008032
uc009mao.2	ENSMUST00000144766
uc009map.2	ENSMUST00000119353
uc009maq.2	ENSMUST00000119353
uc009mar.2	ENSMUST00000128513
uc009mas.2	ENSMUST00000119698
uc009mau.1	ENSMUST00000093454
uc009mav.1	ENSMUST00000019283
uc009maw.1	ENSMUST00000019283
uc009maz.1	ENSMUST00000052437
uc012gfc.1	ENSMUST00000034311
uc012gfd.1	ENSMUST00000034311
uc009mbe.2	ENSMUST00000095267
uc009mbg.1	ENSMUST00000034307
uc009mbh.1	ENSMUST00000110095
uc009mbj.2	ENSMUST00000110093
uc009mbi.2	ENSMUST00000110093
uc009mbk.2	ENSMUST00000110092
uc009mbr.2	ENSMUST00000000808
uc012gfi.1	ENSMUST00000000808
uc009mcd.2	ENSMUST00000019405
uc012gfl.1	ENSMUST00000019405
uc012gfm.1	ENSMUST00000019405
uc012gfn.1	ENSMUST00000157623
uc009mci.1	ENSMUST00000071935
uc009mcj.2	ENSMUST00000170242
uc009mck.1	ENSMUST00000071935
uc009mcl.2	ENSMUST00000168839
uc012gfp.1	ENSMUST00000168839
uc009mcm.1	ENSMUST00000098648
uc009mcn.1	ENSMUST00000170242
uc012gfq.1	ENSMUST00000168839
uc009mco.2	ENSMUST00000110053
uc009mcp.2	ENSMUST00000019169
uc009mcq.2	ENSMUST00000154550
uc009mcr.2	ENSMUST00000143657
uc009mcs.2	ENSMUST00000143657
uc009mct.2	ENSMUST00000140236
uc009mcu.2	ENSMUST00000002469
uc009mcv.2	ENSMUST00000110051
uc009mdb.2	ENSMUST00000002473
uc009mdd.2	ENSMUST00000119976
uc009mdc.2	ENSMUST00000119976
uc012gfs.1	ENSMUST00000125290
uc009mde.2	ENSMUST00000125290
uc009mdh.1	ENSMUST00000048914
uc009mdi.2	ENSMUST00000124745
uc009mdj.2	ENSMUST00000135052
uc009mdk.2	ENSMUST00000130098
uc009mdn.1	ENSMUST00000007754
uc009mdo.1	ENSMUST00000007754
uc009mds.1	ENSMUST00000034272
uc009mdt.1	ENSMUST00000034272
uc009mdw.1	ENSMUST00000034267
uc009mdx.1	ENSMUST00000034267
uc009mdy.1	ENSMUST00000034267
uc009mdz.1	ENSMUST00000034267
uc009mea.1	ENSMUST00000034267
uc009meb.1	ENSMUST00000034264
uc009mec.1	ENSMUST00000127626
uc012gfv.1	ENSMUST00000143662
uc009med.2	ENSMUST00000124485
uc009mee.2	ENSMUST00000047903
uc009mef.1	ENSMUST00000047903
uc009mek.2	ENSMUST00000133263
uc009mel.2	ENSMUST00000110013
uc009mem.2	ENSMUST00000051995
uc009men.1	ENSMUST00000133263
uc009mep.2	ENSMUST00000130624
uc009meq.2	ENSMUST00000034261
uc009mex.2	ENSMUST00000034259
uc009mey.2	ENSMUST00000110002
uc009mez.2	ENSMUST00000119003
uc009mfa.2	ENSMUST00000119003
uc009mfb.2	ENSMUST00000145256
uc012gfw.1	ENSMUST00000131237
uc009mfd.2	ENSMUST00000131237
uc009mfc.2	ENSMUST00000131237
uc009mff.2	ENSMUST00000093434
uc009mfg.1	ENSMUST00000074540
uc009mfh.2	ENSMUST00000055735
uc009mfi.1	ENSMUST00000003575
uc009mfj.1	ENSMUST00000003121
uc009mfk.1	ENSMUST00000003121
uc009mfl.1	ENSMUST00000072097
uc009mfn.1	ENSMUST00000003123
uc009mfo.1	ENSMUST00000003123
uc009mfp.1	ENSMUST00000003117
uc009mfq.2	ENSMUST00000067912
uc009mfy.2	ENSMUST00000064853
uc009mfz.1	ENSMUST00000064853
uc009mgf.1	ENSMUST00000167312
uc009mgi.2	ENSMUST00000034244
uc012gfx.1	ENSMUST00000160443
uc009mgk.2	ENSMUST00000161386
uc009mgl.2	ENSMUST00000109959
uc009mgm.2	ENSMUST00000161254
uc009mgn.2	ENSMUST00000109959
uc012gfy.1	ENSMUST00000109959
uc009mgo.3	ENSMUST00000109950
uc009mgp.2	ENSMUST00000004494
uc009mgq.3	ENSMUST00000004494
uc012gfz.1	ENSMUST00000004494
uc009mgr.1	ENSMUST00000058099
uc009mgv.1	ENSMUST00000034034
uc012ggb.1	ENSMUST00000034034
uc009mgw.1	ENSMUST00000145919
uc009mgx.1	ENSMUST00000041759
uc009mgy.1	ENSMUST00000145919
uc009mgz.1	ENSMUST00000109940
uc012ggc.1	ENSMUST00000078847
uc009mha.2	ENSMUST00000165630
uc009mhb.2	ENSMUST00000165630
uc009mhc.2	ENSMUST00000005548
uc009mhd.1	ENSMUST00000164309
uc009mhe.1	ENSMUST00000164309
uc009mhf.1	ENSMUST00000164309
uc009mhg.2	ENSMUST00000139848
uc012ggd.1	ENSMUST00000034033
uc009mhj.2	ENSMUST00000034033
uc009mhi.2	ENSMUST00000034033
uc009mhl.1	ENSMUST00000109912
uc012ggf.1	ENSMUST00000168903
uc009mho.1	ENSMUST00000168903
uc009mhp.1	ENSMUST00000142824
uc009mhq.1	ENSMUST00000056237
uc012ggg.1	ENSMUST00000056237
uc009mhs.1	ENSMUST00000139140
uc009mht.1	ENSMUST00000134397
uc009mhu.1	ENSMUST00000153937
uc009mhx.1	ENSMUST00000049395
uc012ggh.1	ENSMUST00000034111
uc012ggi.1	ENSMUST00000034111
uc009mib.1	ENSMUST00000034111
uc009mic.1	ENSMUST00000034111
uc009mid.1	ENSMUST00000034111
uc012ggj.1	ENSMUST00000034111
uc012ggk.1	ENSMUST00000034111
uc009mig.1	ENSMUST00000087927
uc009mih.1	ENSMUST00000098614
uc009mii.1	ENSMUST00000098614
uc009mij.1	ENSMUST00000098614
uc009mik.1	ENSMUST00000155960
uc009mio.1	ENSMUST00000126369
uc009mir.1	ENSMUST00000048457
uc009mis.2	ENSMUST00000048457
uc009miv.1	ENSMUST00000048147
uc009miw.1	ENSMUST00000048147
uc009miz.1	ENSMUST00000063359
uc012ggm.1	ENSMUST00000109870
uc012ggo.1	ENSMUST00000123595
uc009mje.1	ENSMUST00000169116
uc009mjf.1	ENSMUST00000109852
uc009mjg.1	ENSMUST00000172031
uc012ggp.1	ENSMUST00000172031
uc009mjh.1	ENSMUST00000042529
uc009mji.1	ENSMUST00000109851
uc009mjq.1	ENSMUST00000078525
uc009mjt.2	ENSMUST00000078525
uc009mjs.1	ENSMUST00000098607
uc009mjv.2	ENSMUST00000168190
uc009mju.2	ENSMUST00000168190
uc009mjx.2	ENSMUST00000034146
uc009mkb.1	ENSMUST00000038692
uc009mkc.2	ENSMUST00000139692
uc009mkd.1	ENSMUST00000002259
uc009mke.1	ENSMUST00000109831
uc009mkj.2	ENSMUST00000058609
uc009mkk.1	ENSMUST00000036996
uc009mkp.2	ENSMUST00000005620
uc009mkq.2	ENSMUST00000171746
uc009mkr.1	ENSMUST00000019577
uc009mkt.1	ENSMUST00000159935
uc009mku.1	ENSMUST00000159935
uc009mla.2	ENSMUST00000019576
uc009mlb.2	ENSMUST00000019576
uc009mlg.2	ENSMUST00000141158
uc009mlh.2	ENSMUST00000141158
uc009mli.2	ENSMUST00000141158
uc009mlk.1	ENSMUST00000005607
uc009mll.2	ENSMUST00000005606
uc009mlm.1	ENSMUST00000059266
uc009mln.1	ENSMUST00000095228
uc012ggu.1	ENSMUST00000174587
uc012ggv.1	ENSMUST00000174587
uc012ggw.1	ENSMUST00000174587
uc009mlq.1	ENSMUST00000055077
uc012ggy.1	ENSMUST00000055077
uc009mlt.2	ENSMUST00000005600
uc009mlu.2	ENSMUST00000005600
uc009mlv.2	ENSMUST00000005600
uc012ggz.1	ENSMUST00000102190
uc012gha.1	ENSMUST00000093380
uc009mlz.1	ENSMUST00000147175
uc009mmc.2	ENSMUST00000118856
uc009mmd.2	ENSMUST00000118856
uc012ghd.1	ENSMUST00000083677
uc012ghe.1	ENSMUST00000083510
uc012ghf.1	ENSMUST00000083607
uc012ghj.1	ENSMUST00000135382
uc009mmn.2	ENSMUST00000121390
uc009mmm.1	ENSMUST00000135382
uc012ghk.1	ENSMUST00000122053
uc009mmo.1	ENSMUST00000129620
uc009mmq.1	ENSMUST00000144879
uc009mms.1	ENSMUST00000098026
uc009mmw.2	ENSMUST00000127915
uc009mmv.2	ENSMUST00000109766
uc009mmx.2	ENSMUST00000109766
uc009mmy.2	ENSMUST00000109766
uc009mmz.1	ENSMUST00000131700
uc009mna.1	ENSMUST00000152301
uc009mnb.1	ENSMUST00000037165
uc009mng.1	ENSMUST00000098571
uc009mnj.1	ENSMUST00000036734
uc009mnq.1	ENSMUST00000147538
uc009mnr.2	ENSMUST00000144404
uc009mnu.2	ENSMUST00000003906
uc009mns.2	ENSMUST00000003906
uc009mnt.2	ENSMUST00000003906
uc009mnv.2	ENSMUST00000136026
uc012ghl.1	ENSMUST00000170296
uc012ghm.1	ENSMUST00000170296
uc009mnw.2	ENSMUST00000170296
uc009mnz.2	ENSMUST00000067060
uc009moa.1	ENSMUST00000003910
uc009mob.1	ENSMUST00000128400
uc009moc.1	ENSMUST00000128400
uc009mog.1	ENSMUST00000067472
uc009moh.1	ENSMUST00000109740
uc009moi.1	ENSMUST00000121880
uc009moj.1	ENSMUST00000152378
uc009mom.1	ENSMUST00000005292
uc009mon.1	ENSMUST00000143402
uc009moq.2	ENSMUST00000064495
uc009mor.2	ENSMUST00000064495
uc009mot.2	ENSMUST00000064495
uc009mos.2	ENSMUST00000064495
uc009moy.1	ENSMUST00000047281
uc009moz.2	ENSMUST00000093360
uc012gho.1	ENSMUST00000166592
uc009mpa.2	ENSMUST00000166592
uc009mpd.1	ENSMUST00000095220
uc009mpe.1	ENSMUST00000152884
uc009mpf.1	ENSMUST00000078665
uc012ghq.1	ENSMUST00000078665
uc009mpg.1	ENSMUST00000142422
uc009mpi.1	ENSMUST00000079764
uc009mpj.1	ENSMUST00000079764
uc009mpk.1	ENSMUST00000034121
uc009mpm.1	ENSMUST00000076896
uc009mpn.1	ENSMUST00000070849
uc009mpp.2	ENSMUST00000034132
uc009mpq.2	ENSMUST00000170141
uc009mpr.2	ENSMUST00000034132
uc009mpx.1	ENSMUST00000132932
uc009mpy.1	ENSMUST00000034136
uc009mpz.1	ENSMUST00000034136
uc009mqh.1	ENSMUST00000160611
uc009mqi.1	ENSMUST00000159882
uc009mqj.1	ENSMUST00000053771
uc009mqm.2	ENSMUST00000034141
uc012ght.1	ENSMUST00000034141
uc012ghu.1	ENSMUST00000163987
uc012ghv.1	ENSMUST00000098532
uc009mqs.1	ENSMUST00000123808
uc009mqt.1	ENSMUST00000093342
uc009mqx.2	ENSMUST00000121097
uc009mra.2	ENSMUST00000095214
uc009mqz.2	ENSMUST00000095214
uc009mrb.2	ENSMUST00000095214
uc009mrc.1	ENSMUST00000121949
uc009mrd.1	ENSMUST00000034079
uc009mre.1	ENSMUST00000146946
uc009mrf.1	ENSMUST00000119033
uc009mrg.1	ENSMUST00000119033
uc012ghy.1	ENSMUST00000119033
uc012ghz.1	ENSMUST00000066748
uc009mrh.2	ENSMUST00000169037
uc009mri.2	ENSMUST00000168545
uc009mrj.2	ENSMUST00000171456
uc009mrk.2	ENSMUST00000098521
uc009mrl.1	ENSMUST00000168545
uc009mro.2	ENSMUST00000034086
uc012gia.1	ENSMUST00000169179
uc009mrq.1	ENSMUST00000124091
uc009mrr.1	ENSMUST00000118370
uc012gib.1	ENSMUST00000054324
uc009mrs.1	ENSMUST00000124091
uc009mru.2	ENSMUST00000043526
uc009mrt.2	ENSMUST00000043526
uc009mrv.2	ENSMUST00000043526
uc009mrw.2	ENSMUST00000043526
uc009mrx.2	ENSMUST00000043526
uc009mry.1	ENSMUST00000043526
uc009mse.2	ENSMUST00000048665
uc009msf.2	ENSMUST00000048665
uc009msi.2	ENSMUST00000109614
uc012gic.1	ENSMUST00000109614
uc009msg.1	ENSMUST00000167051
uc009msh.1	ENSMUST00000169574
uc009msj.2	ENSMUST00000141351
uc012gid.1	ENSMUST00000034091
uc012gie.1	ENSMUST00000034091
uc012gif.1	ENSMUST00000034091
uc009msq.2	ENSMUST00000125471
uc009msr.2	ENSMUST00000136802
uc009mss.2	ENSMUST00000128081
uc009mst.2	ENSMUST00000069718
uc009msw.2	ENSMUST00000133528
uc009mub.1	ENSMUST00000034184
uc009muc.1	ENSMUST00000034185
uc009mud.1	ENSMUST00000034185
uc009mue.1	ENSMUST00000034187
uc009muf.1	ENSMUST00000130471
uc009mug.1	ENSMUST00000046290
uc012gii.1	ENSMUST00000046290
uc012gij.1	ENSMUST00000170860
uc012gik.1	ENSMUST00000104947
uc009mui.2	ENSMUST00000072939
uc009muh.2	ENSMUST00000072939
uc009mvf.1	ENSMUST00000080391
uc009mvg.1	ENSMUST00000080391
uc009mvj.1	ENSMUST00000125695
uc009mvk.2	ENSMUST00000138659
uc009mvl.1	ENSMUST00000125716
uc009mvm.1	ENSMUST00000034198
uc009mvp.1	ENSMUST00000109556
uc009mvq.1	ENSMUST00000109556
uc009mvr.1	ENSMUST00000109556
uc012gim.1	ENSMUST00000109556
uc009mvt.1	ENSMUST00000034207
uc009mvu.2	ENSMUST00000034211
uc009mvv.1	ENSMUST00000034214
uc009mvw.2	ENSMUST00000034215
uc009mvx.2	ENSMUST00000062980
uc009mvy.1	ENSMUST00000079961
uc009mvz.1	ENSMUST00000109547
uc009mwa.1	ENSMUST00000109547
uc009mwb.1	ENSMUST00000079961
uc012gin.1	ENSMUST00000083578
uc009mwc.2	ENSMUST00000034218
uc009mwd.2	ENSMUST00000034218
uc009mwe.2	ENSMUST00000034218
uc009mwf.2	ENSMUST00000034218
uc009mwg.1	ENSMUST00000161576
uc009mwh.1	ENSMUST00000034220
uc012gio.1	ENSMUST00000053085
uc009mwj.2	ENSMUST00000053085
uc009mwl.1	ENSMUST00000136550
uc009mwm.1	ENSMUST00000048653
uc012gip.1	ENSMUST00000048653
uc009mwq.2	ENSMUST00000060389
uc009mwr.2	ENSMUST00000060389
uc009mwp.1	ENSMUST00000060389
uc009mws.2	ENSMUST00000060389
uc009mwt.1	ENSMUST00000034228
uc009mwu.1	ENSMUST00000109527
uc009mww.1	ENSMUST00000034231
uc009mwx.1	ENSMUST00000034230
uc009mwz.2	ENSMUST00000034232
uc009mxd.1	ENSMUST00000034234
uc009mxe.2	ENSMUST00000109521
uc009mxj.2	ENSMUST00000166802
uc009mxi.2	ENSMUST00000166802
uc009mxk.2	ENSMUST00000128308
uc009mxm.2	ENSMUST00000093271
uc009mxl.2	ENSMUST00000093271
uc009mxn.2	ENSMUST00000093271
uc009mxo.2	ENSMUST00000093271
uc009mxp.2	ENSMUST00000051259
uc009mxq.1	ENSMUST00000051259
uc009mxr.1	ENSMUST00000058479
uc009mxs.1	ENSMUST00000058479
uc009mxt.1	ENSMUST00000034239
uc009myd.1	ENSMUST00000161029
uc009mye.1	ENSMUST00000098480
uc009myg.2	ENSMUST00000034245
uc009myh.1	ENSMUST00000034243
uc009myn.1	ENSMUST00000041569
uc009myr.1	ENSMUST00000034094
uc009mys.2	ENSMUST00000041318
uc009myu.2	ENSMUST00000073139
uc009myt.2	ENSMUST00000073139
uc009myv.1	ENSMUST00000034096
uc009myw.1	ENSMUST00000034096
uc009myx.1	ENSMUST00000034096
uc009mzf.1	ENSMUST00000145562
uc012git.1	ENSMUST00000175343
uc009mzl.1	ENSMUST00000065508
uc009mzr.1	ENSMUST00000064349
uc009mzs.1	ENSMUST00000153366
uc009mzx.2	ENSMUST00000034339
uc012giu.1	ENSMUST00000171018
uc009mzy.2	ENSMUST00000093245
uc012giv.1	ENSMUST00000164076
uc009nac.1	ENSMUST00000034342
uc009nad.1	ENSMUST00000034342
uc009nae.1	ENSMUST00000034342
uc009naf.1	ENSMUST00000034342
uc009nag.1	ENSMUST00000098464
uc012giw.1	ENSMUST00000081228
uc009nal.1	ENSMUST00000041973
uc009nam.1	ENSMUST00000034343
uc009nat.1	ENSMUST00000159416
uc009nau.1	ENSMUST00000056051
uc009nav.1	ENSMUST00000162761
uc009naw.1	ENSMUST00000059588
uc009nbb.1	ENSMUST00000067136
uc009nbc.2	ENSMUST00000034346
uc012giz.1	ENSMUST00000034346
uc009nbd.1	ENSMUST00000059449
uc012gja.1	ENSMUST00000059449
uc009nbe.2	ENSMUST00000055052
uc009nbf.2	ENSMUST00000043209
uc009nbh.2	ENSMUST00000109410
uc009nbg.2	ENSMUST00000034355
uc009nbi.1	ENSMUST00000076384
uc012gjb.1	ENSMUST00000109407
uc009nbj.2	ENSMUST00000043183
uc009nbk.2	ENSMUST00000043183
uc009nbl.2	ENSMUST00000093222
uc009nbm.2	ENSMUST00000093223
uc009nbn.2	ENSMUST00000166357
uc012gjc.1	ENSMUST00000166357
uc009nbo.1	ENSMUST00000057434
uc009nbq.2	ENSMUST00000109392
uc009nbp.2	ENSMUST00000109392
uc012gjd.1	ENSMUST00000109395
uc009nbr.2	ENSMUST00000109394
uc009nbt.2	ENSMUST00000034361
uc009nbu.2	ENSMUST00000034361
uc009nbv.2	ENSMUST00000034361
uc009nbw.1	ENSMUST00000133035
uc009nbz.2	ENSMUST00000036221
uc012gjf.1	ENSMUST00000126923
uc009nca.1	ENSMUST00000173859
uc009ncb.1	ENSMUST00000036127
uc012gjg.1	ENSMUST00000173859
uc009ncc.1	ENSMUST00000036127
uc009ncd.1	ENSMUST00000014920
uc009ncl.1	ENSMUST00000015003
uc009ncm.2	ENSMUST00000109375
uc009ncn.2	ENSMUST00000109375
uc012gjh.1	ENSMUST00000109375
uc009nco.2	ENSMUST00000109375
uc009ncs.2	ENSMUST00000015000
uc009ncu.1	ENSMUST00000073149
uc009ncv.1	ENSMUST00000162381
uc009ncw.1	ENSMUST00000014927
uc009ncx.1	ENSMUST00000014927
uc012gjj.1	ENSMUST00000109355
uc012gjk.1	ENSMUST00000067305
uc009nda.2	ENSMUST00000067305
uc009ndb.2	ENSMUST00000109355
uc009nde.1	ENSMUST00000034363
uc009ndf.1	ENSMUST00000034363
uc009ndj.1	ENSMUST00000043531
uc012gjm.1	ENSMUST00000158807
uc009ndm.2	ENSMUST00000005841
uc009ndn.1	ENSMUST00000005841
uc009ndo.1	ENSMUST00000062574
uc009ndu.1	ENSMUST00000098444
uc009ndv.1	ENSMUST00000093195
uc009ndw.1	ENSMUST00000093195
uc009ndx.1	ENSMUST00000093195
uc009nea.2	ENSMUST00000013302
uc012gjo.1	ENSMUST00000013302
uc009nee.1	ENSMUST00000034365
uc012gjp.1	ENSMUST00000034365
uc009nei.2	ENSMUST00000040445
uc009nej.1	ENSMUST00000008594
uc009nek.1	ENSMUST00000119261
uc009nel.1	ENSMUST00000040254
uc009nem.1	ENSMUST00000060167
uc012gjq.1	ENSMUST00000060167
uc009nen.1	ENSMUST00000049699
uc009nfa.1	ENSMUST00000034375
uc009nfb.1	ENSMUST00000119736
uc012gjs.1	ENSMUST00000093190
uc009nfe.2	ENSMUST00000109308
uc012gjt.1	ENSMUST00000109308
uc009nfc.2	ENSMUST00000163645
uc009nfd.1	ENSMUST00000109308
uc012gju.1	ENSMUST00000109308
uc009nfh.1	ENSMUST00000145343
uc009nfi.1	ENSMUST00000034377
uc009nfj.1	ENSMUST00000034377
uc009nfk.1	ENSMUST00000034377
uc009nfl.1	ENSMUST00000034378
uc009nfm.1	ENSMUST00000034378
uc009nfn.1	ENSMUST00000034378
uc009nfo.1	ENSMUST00000034378
uc009nft.1	ENSMUST00000109297
uc009nfu.1	ENSMUST00000071592
uc009nfv.1	ENSMUST00000128201
uc009nfw.1	ENSMUST00000147063
uc009nga.1	ENSMUST00000137706
uc009ngc.1	ENSMUST00000034382
uc009ngd.1	ENSMUST00000034382
uc009nge.1	ENSMUST00000034382
uc009ngf.1	ENSMUST00000034382
uc009ngg.1	ENSMUST00000163692
uc009ngh.1	ENSMUST00000163692
uc009ngi.1	ENSMUST00000000312
uc009ngj.1	ENSMUST00000136580
uc009ngk.1	ENSMUST00000048359
uc009ngl.1	ENSMUST00000048359
uc012gjv.1	ENSMUST00000048359
uc012gjw.1	ENSMUST00000034385
uc009ngn.2	ENSMUST00000034385
uc009ngr.2	ENSMUST00000047629
uc009ngt.1	ENSMUST00000047425
uc012gjx.1	ENSMUST00000047425
uc009ngv.1	ENSMUST00000034388
uc009ngz.2	ENSMUST00000034392
uc012gka.1	ENSMUST00000034392
uc012gkb.1	ENSMUST00000170962
uc009nhg.1	ENSMUST00000034400
uc009nhh.1	ENSMUST00000034400
uc012gkc.1	ENSMUST00000151582
uc009nhk.2	ENSMUST00000133026
uc009nhm.2	ENSMUST00000109265
uc012gkd.1	ENSMUST00000133026
uc009nhl.2	ENSMUST00000133026
uc009nho.1	ENSMUST00000148006
uc009nhp.1	ENSMUST00000075922
uc012gke.1	ENSMUST00000133026
uc009nht.1	ENSMUST00000166615
uc009nhu.1	ENSMUST00000166615
uc009nhv.1	ENSMUST00000166615
uc009nhw.1	ENSMUST00000166615
uc009nhx.1	ENSMUST00000166615
uc012gkf.1	ENSMUST00000083505
uc009nhy.1	ENSMUST00000166615
uc009nid.1	ENSMUST00000043896
uc012gkg.1	ENSMUST00000175500
uc009nie.1	ENSMUST00000131438
uc009nif.1	ENSMUST00000130937
uc009nig.1	ENSMUST00000130937
uc009nii.2	ENSMUST00000034162
uc012gkh.1	ENSMUST00000034159
uc012gki.1	ENSMUST00000034159
uc009nis.1	ENSMUST00000165753
uc009nit.1	ENSMUST00000057344
uc009niu.1	ENSMUST00000109242
uc009niv.1	ENSMUST00000109240
uc009niw.1	ENSMUST00000165753
uc009nix.1	ENSMUST00000169957
uc009njd.2	ENSMUST00000034163
uc009njc.2	ENSMUST00000034163
uc009nje.2	ENSMUST00000034163
uc009njb.1	ENSMUST00000034163
uc009njf.1	ENSMUST00000171701
uc009njg.1	ENSMUST00000171701
uc012gkk.1	ENSMUST00000171701
uc009njj.1	ENSMUST00000093157
uc012gkl.1	ENSMUST00000093157
uc012gkm.1	ENSMUST00000104361
uc009njm.1	ENSMUST00000154262
uc009njn.2	ENSMUST00000034175
uc009njs.2	ENSMUST00000001720
uc009njv.2	ENSMUST00000058804
uc009njw.2	ENSMUST00000166504
uc009nkp.2	ENSMUST00000056972
uc009nkq.1	ENSMUST00000051865
uc009nkr.1	ENSMUST00000043141
uc009nks.1	ENSMUST00000043141
uc009nku.1	ENSMUST00000166307
uc009nkv.1	ENSMUST00000034190
uc012gkn.1	ENSMUST00000034190
uc009nkw.1	ENSMUST00000034190
uc009nkx.1	ENSMUST00000052457
uc009nky.1	ENSMUST00000052457
uc009nle.1	ENSMUST00000034203
uc009nlf.1	ENSMUST00000034203
uc009nlj.2	ENSMUST00000117534
uc009nlk.2	ENSMUST00000034197
uc009nlo.1	ENSMUST00000034441
uc009nlp.1	ENSMUST00000034441
uc009nlw.1	ENSMUST00000039333
uc012gku.1	ENSMUST00000144377
uc009nlz.1	ENSMUST00000039333
uc009nml.2	ENSMUST00000168428
uc009nmk.2	ENSMUST00000171182
uc012gkw.1	ENSMUST00000171182
uc012gkx.1	ENSMUST00000166859
uc009nmo.1	ENSMUST00000077791
uc009nmp.1	ENSMUST00000077791
uc009nmq.1	ENSMUST00000077791
uc009nmr.1	ENSMUST00000077791
uc009nnb.1	ENSMUST00000034428
uc012gla.1	ENSMUST00000052138
uc009nnh.1	ENSMUST00000052138
uc009nnj.1	ENSMUST00000125976
uc009nnk.1	ENSMUST00000034225
uc012glb.1	ENSMUST00000034225
uc009nnn.1	ENSMUST00000035777
uc009nno.1	ENSMUST00000035777
uc009nnp.1	ENSMUST00000034219
uc009nnq.1	ENSMUST00000095173
uc012glc.1	ENSMUST00000098387
uc009nnv.2	ENSMUST00000134593
uc009nnw.2	ENSMUST00000073521
uc009nny.2	ENSMUST00000073521
uc012glf.1	ENSMUST00000073521
uc009noa.1	ENSMUST00000049509
uc009nob.1	ENSMUST00000009018
uc009noc.2	ENSMUST00000160005
uc009nod.2	ENSMUST00000004756
uc009nog.1	ENSMUST00000078170
uc009noh.1	ENSMUST00000078170
uc009noo.1	ENSMUST00000034205
uc012glh.1	ENSMUST00000034205
uc009nop.2	ENSMUST00000109099
uc012gll.1	ENSMUST00000034308
uc009now.2	ENSMUST00000034308
uc009nox.1	ENSMUST00000064488
uc009noz.2	ENSMUST00000166750
uc012gln.1	ENSMUST00000166750
uc009npa.2	ENSMUST00000095172
uc009npb.2	ENSMUST00000095172
uc009npc.1	ENSMUST00000081232
uc009npf.1	ENSMUST00000034304
uc009nph.1	ENSMUST00000129548
uc009npi.1	ENSMUST00000145849
uc009npj.1	ENSMUST00000142551
uc009npk.1	ENSMUST00000148836
uc009npl.1	ENSMUST00000117160
uc012glo.1	ENSMUST00000123567
uc009npm.1	ENSMUST00000034300
uc009npn.1	ENSMUST00000098367
uc012glp.1	ENSMUST00000098367
uc009npp.1	ENSMUST00000152420
uc012glq.1	ENSMUST00000098365
uc012glr.1	ENSMUST00000145604
uc009npq.1	ENSMUST00000098363
uc009npw.1	ENSMUST00000093100
uc009nqa.2	ENSMUST00000098361
uc009nqd.1	ENSMUST00000024107
uc009nqe.1	ENSMUST00000024107
uc009nqf.1	ENSMUST00000024107
uc009nqg.1	ENSMUST00000095171
uc009nql.1	ENSMUST00000034287
uc009nqm.1	ENSMUST00000034287
uc009nqn.1	ENSMUST00000144458
uc009nqo.1	ENSMUST00000108988
uc012glu.1	ENSMUST00000132583
uc012glv.1	ENSMUST00000132583
uc009nqq.2	ENSMUST00000132583
uc009nqs.1	ENSMUST00000108948
uc009nqt.1	ENSMUST00000108948
uc009nqu.2	ENSMUST00000034281
uc009nqv.2	ENSMUST00000034281
uc009nqw.2	ENSMUST00000034281
uc009nqz.2	ENSMUST00000034279
uc009nra.2	ENSMUST00000034279
uc009nrb.2	ENSMUST00000108938
